accent,ground_truth,prediction,wer
Singaporean English,Popular control during this era of orthodoxy was maintained through various means.,Pelatanguliflower yang moonlight ini memperkenalkan suppressed,1.0
Singaporean English,This matches the substantive policy of freedom of contract.,Ini memadamkan keupayaaninstantan atau tenderauskan latihan.,1.0
Singaporean English,Currently provides training in architecture and urban design and has about three hundred students.,Currently provides training in architecture and urban design and has about 300 students.,0.14285714285714285
Singaporean English,"After all, most tests are administered to find out something about future behavior.","Selepas semua, terutamanya pengenangan adalah diadakan untuk mencari sesuatu tentang behavior depan.",1.0
Singaporean English,It may cause breathing difficulty within minutes after eating a food containing it.,It may cost breathing difficulties within minutes after eating a food containing it.,0.15384615384615385
Singaporean English,This is a simple consequence of the Lagrange form of the remainder.,Ini adalah konseku-levelnya zusammen waib segaran Ratham Evolution.,1.0
Singaporean English,"While running the school, she sponsored competitions for American musicians to develop American music.","While running the school, she sponsored competitions for American musicians to develop American music.",0.0
Singaporean English,"Of all Pakal's construction projects, perhaps the most accomplished is the Palace of Palenque.",of our park those construction projects pervaded the most accomplished is the Paris of Pelincourt,0.5
Singaporean English,"Under international funding, the temple has undergone many changes, both structurally and internally.","Dalam fundan internasional, tempoh telah menggantikan banyak perubahan, berkualiti dan kebanyakan.",1.0
Singaporean English,This is also used at other points where lanes merge.,This is also used at other points where lanes merge.,0.0
Singaporean English,Brady also threw for two touchdowns and an interception.,Brady also true for two such downs and an interception.,0.3333333333333333
Singaporean English,Brent Cross Cricklewood is a planned new town centre development in Hendon and Cricklewood.,Brett Cross Cricklewood is a planned new town center development in Hendon and Cricklewood.,0.14285714285714285
Singaporean English,Symmetry given assumes all faces are the same color.,Symmetry given assumes all faces are the same color.,0.0
Singaporean English,The French had lost control of all other river crossings.,Matahari tembukan tembung selang harit host,1.0
Singaporean English,"The Nibutani Dam is situated on the Saru River, at Nibutani village.",Nibutani Dania adalah berada di Sarul Rd di Nibutani.,0.9166666666666666
Singaporean English,"Alpert compared perfume to music, with high and low notes.",Output compared perfume to music with high and low notes.,0.2
Singaporean English,These depressions are probably bite marks.,"betul-betul berbez, langkah lada yang dikenali",1.0
Singaporean English,Tell me something relevant to what I am trying to accomplish - something scientific.,Beritahu saya sesuatu yang berguna untuk apa yang saya cuba menerima. Sesuatu yang sains.,1.0
Singaporean English,"He also provided the voicing for several characters in the videogame ""Discworld"".",He also provided the voicing for several characters in the video game Discworld.,0.25
Singaporean English,One wounded man was killed by a shell while the corporal was carrying him.,One wounded man was killed by a shell while the corporal was carrying him.,0.0
Singaporean English,"The commune is located on the east side of the department, southeast of Pau.","The commune is located on the east side of the department, southeast of Pau.",0.0
Singaporean English,Vicary was unable to ever reproduce the results of his experiments.,Keluargaoni Emily yang kita akan membuat perstremp Western,1.0
Singaporean English,The country of Slovakia is represented by the Slovak national team.,Ketikaan Selovakia adalah mengenai Team Selovak National.,1.0
Singaporean English,Baldwin himself designed the two storey wood frame house.,Baldic himself designed the Do-Sorry Wood frame house.,0.3333333333333333
Singaporean English,"The aircraft is operated by many private individuals, companies and flying clubs.","The aircraft is operated by many private individuals, companies and flying clubs. Wait, you don't have...",0.3333333333333333
Singaporean English,E. W. started as an office boy at the paper.,EW started as an office boy at the paper.,0.2
Singaporean English,"He later told a biographer he felt the song's success was ""undeserved"".",He later told a biographer his felt the song's success was undeserved.,0.16666666666666666
Singaporean English,"There is still the use of the horseshoe arch, at least decoratively.","There is still the use of the horseshoe arc, at least decoratively.",0.08333333333333333
Singaporean English,Lacking professional routine his painting seem bitter and sounding.,"Black King's professional routine, his paintings seem bitter and sounding.",0.4444444444444444
Singaporean English,The signal is 'buffered from' load currents.,The signal is buffed from low current.,0.5714285714285714
Singaporean English,"This occurs if the lines are parallel, or if they intersect each other.",This occurs if the lines are parallel or if they intersect each other.,0.07692307692307693
Singaporean English,The architectural elaboration served to stress the dignity of the cella.,The architectural elaboration serves to stress the dignity of the cellar.,0.18181818181818182
Singaporean English,"Hattusili renamed Urhi-Teshup's sibling Ulmi-Teshup ""Kurunta"" and appointed Kurunta over Tarhuntassa in his place.","Hattu City bernama Erhita Shops Sibling Umi Tersyap, Karanta, dan apoiantat Karanta di Over Torrentaso.",1.0714285714285714
Singaporean English,One day a doctor suggested that she learn how to meditate.,Seorang doktor seorang hari yang menyebabkan dia belajar bagaimana untuk menikmati.,1.0
Singaporean English,"But, the plane never turned left again.",But the clay never turned left again.,0.2857142857142857
Singaporean English,These men became known as 'Vaughan's doves'.,These men became known as Vaughn's doves.,0.2857142857142857
Singaporean English,Stress: Nonphonemic stress on final syllable.,"Stress, non-phonemic stress on final syllable.",0.3333333333333333
Singaporean English,The band's purpose was expressly evangelistic.,The band's purpose was expressly evangelistic.,0.0
Singaporean English,"The name Brumstead is believed to derive from the ""place of broom"".",The name drumsteed is believed to derive from the place of Brung.,0.25
Singaporean English,"Eddy regularly performs in Austin, Texas with the Salvage Vanguard Theater.","Eddie regularly performs in Austin, Texas with the Selvidge Vanguard Theatre.",0.2727272727272727
Singaporean English,Emily Jones is the director.,Emily Jones is the director.,0.0
Singaporean English,"They lived in Los Angeles, California.","They left in Los Angeles, California.",0.16666666666666666
Singaporean English,The Pulitzer Committee issues an official citation explaining the reasons for the award.,Anak Menekan W aheades prowadinaudible Motion while diam,1.0
Singaporean English,"The programme caused a controversy for allegedly featuring distasteful, sexist, offending and humiliating content.",The programme caused the controversy for allegedly featuring distasteful sexist offending and humiliating content.,0.21428571428571427
Singaporean English,The company was renamed as Los Angeles Transit Lines.,Kep póong Michelle T miracles Ibu dimanfaat ke�il Believe Ibu miliki sesuatu Dance Apa Gibson Hj event当然 Ciluu,2.0
Singaporean English,All police officers statewide are required to attend basic training at the facility.,All police officers take flight are required to attend basic training at the facility.,0.15384615384615385
Singaporean English,The Chuckwalla Range is divided from the Little Chuckwalla Range by Graham Pass.,The Chakwala range is divided from the little Chakwala range by Graham Pass.,0.15384615384615385
Singaporean English,"Aside from Bruni and Ambrogio Traversari, they included Guarino da Verona and Palla Strozzi.","Aside from Bruni and Ambrogeo Traversary, they included Grunino, Davaruna and Palo Astrosi.",0.5
Singaporean English,The mixed color fraction is the least valuable.,The mixed color fraction is the least valuable.,0.0
Singaporean English,"Although a crayfish, the species is locally known as the giant freshwater lobster.","Although a crayfish, the species is locally known as the giant freshwater lobster.",0.0
Singaporean English,Dedicoat also works as an after dinner speaker.,The Record też bekerja sebagai pelершas putri Transparent.,1.0
Singaporean English,This gave Opeth three weeks to rehearse and perfect the recording in the studio.,This gave OPERF 3 weeks to rehearse and perfect the recording in the studio.,0.14285714285714285
Singaporean English,It was not altogether forgetfulness.,It was not altogether forgetfulness.,0.0
Singaporean English,The cryptoporticus can be visited through the museum.,francamam perhaps pel Robot .,1.0
Singaporean English,"His novels are ""Lincoln's Better Angel"" and ""The Blue Door.",His novels are Linko Link's Battle Angel and the Blue Door.,0.5
Singaporean English,One could sense the struggle going on within.,One could sense the struggle going on within.,0.0
Singaporean English,"There he met another American pilot, Charles Nordhoff.","There he met another American pilot, Charles Northoff.",0.125
Singaporean English,There is a general increase in knee and hock swelling as crate width decreases.,"Dalam pertanyaan keencya itu, memagumkan Zemba dan Sem sucking menurutkan 어�erdan slicepatteri melebak",1.0
Singaporean English,Normally such paper towels are two-ply.,Ramai carveste,1.0
Singaporean English,"All of these re-releases came in the 'digipak' format, collecting many bonus tracks.","All of these re-releases gave me the Digipack format, collecting many bonus tracks.",0.23076923076923078
Singaporean English,The Pussycat Dolls.,Pussycat Dolls,0.6666666666666666
Singaporean English,She mostly played the leading actor's love interest in all these films.,She mostly played the leading actor's love interest in all his films.,0.08333333333333333
Singaporean English,Gold and silver were used.,,
Singaporean English,Privatisations have always been controversial in Ireland.,privatizations have always been controversial in Ireland.,0.14285714285714285
Singaporean English,"Traditional instruments used include: the kudu horn, calabash, rattles, makeyana and reed flute.","Traditional instruments used include the kudu horn, kalabash, red bulls, makayana and reed flute.",0.38461538461538464
Singaporean English,"Roydon is famous for its black poplar trees, particularly the World's End Poplar.","Roydon is famous for its black popular trees, particularly the world's end poplar.",0.07692307692307693
Singaporean English,"In the episode ""Emperor's New Clothes"", Regis Philbin provided the voice of the Emperor.","In the episode, Emperor's New Clothes, Regis Philbin provided the voice of the Emperor.",0.21428571428571427
Singaporean English,There are two Confederate dead interred in the cemetery.,There are two confederate dead in third in the cemetery.,0.2222222222222222
Singaporean English,It has been reissued since then by several publishers.,merupakan kual1 jawa lepas memilih,1.0
Singaporean English,Graphite was originally implemented on Windows.,Graphite berdasarkan kebiasaan komentar atas menu endlessly,1.0
Singaporean English,A new shallower-dish steering wheel was also introduced.,A new shallower disc steering wheel was also introduced.,0.25
Singaporean English,He was married to the soprano Teresina Brambilla.,Dia berkahwin dengan suami teresina Brambilla.,0.75
Singaporean English,She has since gained control through training and maturity.,She has since gained control through training and maturity.,0.0
Singaporean English,"Then, there were three more generations until ""Somananda"".","Kemudian, ada tiga lagi generasi sehingga Sumeranga.",1.0
Singaporean English,It is a resident breeder endemic to the Bahamas.,It is a resident breeder and damage to the Bahamas.,0.2222222222222222
Hong Kong English,The Indian Territory had a large Native American population.,The Indian territory had a large Native American population.,0.0
Hong Kong English,Anyway it's dead right for this character.,"Anyway, is that right for this character?",0.5714285714285714
Hong Kong English,"Even when they did so, however, they would be heavily outnumbered by the defenders.",even when they did so however they would be heavily outnumbered by the defenders,0.21428571428571427
Hong Kong English,Males and females can be distinguished by their weight.,Males and females can be distinguished by their weight.,0.0
Hong Kong English,Custody of Guy was granted to Darcy who raised him at the stud farm.,custody of Guy was granted to Darcy who raised him at the stud farm.,0.0
Hong Kong English,Financially they received help from Quakers.,"Financially, they received help from Quakers.",0.16666666666666666
Hong Kong English,Long discovered that the petroleum companies had increased their advertising dollars in the newspaper.,Long discovered that the petroleum companies had increased the advertising dollars in the newspaper.,0.07142857142857142
Hong Kong English,"It is located in Springfield, Illinois, the state capital of Illinois.","It is located in Springfield, Illinois, the state capital of Illinois.",0.0
Hong Kong English,"It was also nominated for the Russian ""Booker"" prize.",It was also nominated for Russian poker prize,0.3333333333333333
Hong Kong English,Cantor Fitzgerald's corporate headquarters were located in One World Trade Center.,Canter Fitzgerald's corporate headquarters were located in One World Trade Center.,0.09090909090909091
Hong Kong English,"It is described as a ""syrupy, well-balanced and thoroughly accessible"" espresso.","It is described as a steel-p, well-balanced and fully accessible expresso.",0.36363636363636365
Hong Kong English,"His body was found, trapped beneath a log by Dombrovskis.","His body was found, trapped beneath a log by Dom Thracus.",0.2
Hong Kong English,It's much better fun for the village.,It's much better fun for the village.,0.0
Hong Kong English,After his first season he has now gained formidable coaching experience.,"After his first season, he has now gained formidable coaching experience.",0.09090909090909091
Hong Kong English,Both of my parents were Finnish.,Both of my parents were Finnish.,0.0
Hong Kong English,"Lyons is a native of Elizabeth, New Jersey.",Lights is a negative of the laser based new dressing.,0.75
Hong Kong English,The access requires the use of boats.,The access requires the use of boats.,0.0
Hong Kong English,"It is a small, pale blue butterfly.",It is a small pale blue butterfly.,0.14285714285714285
Hong Kong English,The building has been designated by English Heritage as a Grade One listed building.,The building has been designated by English Heritage as Grade 1 listed building.,0.14285714285714285
Hong Kong English,"Nowadays, there are hydroelectric power stations in use.",Nowadays there are hydroelectric power stations in use.,0.125
Hong Kong English,All this work is provided at no charge.,All this work is provided at no charge.,0.0
Hong Kong English,Many cargo trucks travel along the highway daily.,Many colour trucks travel along the highway daily.,0.125
Hong Kong English,He was cut in spring training.,He was cut in spring training.,0.0
Hong Kong English,The ozone oxidizes the sodium to form sodium peroxide.,The ozone oxidizes the sodium to form sodium peroxide.,0.0
Hong Kong English,"During the colonial era, all three islands were used for farming.","During the colonial era, all three islands were used for farming.",0.0
Hong Kong English,"His goal complete, he is free to leave the world of the living.","His goal complete, he is free to leave the world of the living.",0.0
Hong Kong English,"Presumably, he was killed the same year.",Presumably he was killed the same year.,0.14285714285714285
Hong Kong English,"Bland's, a fictional restaurant chain with cardboard foods.",Blends a fictional restaurant chain with cardboard foods.,0.125
Hong Kong English,The Senior Leadership Team is made up of four assistant headteachers and the headteacher.,The Senior Leadership Team is made up of four assistant head teachers and the head teacher.,0.2857142857142857
Hong Kong English,Winter is generally cool with some snowfall.,Winter is generally cool with some snowfall.,0.0
Hong Kong English,The social contrast coincided with a national and even a moral division.,The Zou Zou contrast coincides with a national and even a moral division.,0.25
Hong Kong English,The climate is fairly temperate all throughout the year with a significant rainfall.,"The climate is fairly temporary, all throughout the year with a significant rainfall.",0.07692307692307693
Hong Kong English,It is the only major A-road in Australia that is partially unsealed.,It is the only major A road in Australia that is partially unsealed.,0.16666666666666666
Hong Kong English,The album has received praise from several critics.,The album has to be depraved from several critics.,0.375
Hong Kong English,"The home team won every game of the contest, as Minnesota won the series.",The home team won every game of the contest as Minnesota won the series,0.14285714285714285
Hong Kong English,"He has two sons with his ex-wife, Annalynn Seal; Sidney and Daniel.","He has two sons with his ex-wife, Anne-Lyn Ceele, Sydney and Daniel.",0.25
Hong Kong English,Many criticized the linear gameplay and the unrealistic artificial intelligence.,Many criticized the linear gameplay and the unrealistic artificial intelligence.,0.0
Hong Kong English,I started training seriously in my high school years.,I started training seriously in my high school years.,0.0
Hong Kong English,"His son, the second Viscount, sat as a Liberal Member of Parliament for Eye.","His son, the second Wisconsin, set as a liberal member of parliament for I.",0.21428571428571427
Hong Kong English,It is open during daylight hours without admission charge.,It is open during daylight hours without a mission charge,0.3333333333333333
Hong Kong English,"It is famous for its all ages dances, festivals, quiet roads, and beautiful scenery.","It is famous for its all-age stances, festivals, quiet rows and beautiful scenery.",0.2857142857142857
Hong Kong English,It has gathered interest as coverage of it has increased.,It has gathered interest as coverage of it has increased.,0.0
Hong Kong English,Airport security rules now require travellers to put their in checked baggage.,Air post security rules now require travelers to put their in-check package.,0.5
Hong Kong English,Family members later characterized the initial police response as lacking in urgency.,Family members later characterised the initial police response as lacking in urgency.,0.08333333333333333
Hong Kong English,"To the south is Bristol Dry Lake and Cadiz, California.","To the south is Bristol Draleic in Cadiz, California.",0.3
Hong Kong English,"Typically, bars are needed to produce a ring structure.",Typically bars are needed to produce a ring structure.,0.1111111111111111
Hong Kong English,While we were there a young man came in.,"Well, we were there a young man came in.",0.1111111111111111
Hong Kong English,A number of factors affected Watertown's progress.,A number of factors affected water town's progress.,0.2857142857142857
Hong Kong English,This family flourished from the earliest period to the time of the Samnite Wars.,This family flourished from the earliest period to the time of the San Naiti War.,0.21428571428571427
Hong Kong English,She has two daughters and on son.,She has $2 and on Sun.,0.42857142857142855
Hong Kong English,There are deep gouges from cratering along the northeastern rim.,There are deep gouges from cratering along the north eastern rim.,0.2
Hong Kong English,Palace sources denied that any breach in etiquette had occurred.,Hallows sources denied that any bridge in Etzikid had occurred.,0.3
Hong Kong English,Ford has had a long and diverse acting career.,Ful has had a long and diverse acting career.,0.1111111111111111
Hong Kong English,The result was the Atlantic Charter.,The result was the Atlantic Charter.,0.0
Hong Kong English,"The complex included offices, factories, a power plant and a foundry.","The complex included offices, factories, a power plant, and a foundry.",0.09090909090909091
Hong Kong English,This lizard belongs to the smallest day geckos.,This lizard belongs to the smallest day geckos.,0.0
Hong Kong English,His abilities as a team leader with perspective and pragmatism were greatly admired.,His abilities as a team leader with perspective and hermeticism were greatly admired.,0.07692307692307693
Hong Kong English,For the next seventeen years they would meet in various temporary quarters.,"For the next 17 years, they would meet in various temporary quarters.",0.16666666666666666
Hong Kong English,Jose Pablo Gil qualified by receiving the bipartite commission invitation allocation quota.,Hosei Pablo Gil qualified by receiving the BIPAPTIT Commission Invitation Allocation Quota.,0.16666666666666666
Hong Kong English,At the midpoint of the sloping inner walls is a small central floor.,At the midpoint of sloping in the walls is a small central floor.,0.23076923076923078
Hong Kong English,"The interior floor is rough, small and uneven, with no impacts of significance.","The interior floor is rough, small and uneven with no impasse of significance.",0.15384615384615385
Hong Kong English,These areas also experienced storm surges of above normal.,These areas also expand storm surge of above normal.,0.2222222222222222
Hong Kong English,There is significant color variation.,There is significant color variation.,0.0
Hong Kong English,"The back country is a plain, favourable to cereal cultivation and dairy cattle.",The backcountry is a plain favourable to Ciri or Caldivision and Deir e Hathel.,0.6923076923076923
Hong Kong English,Work began on the design of the engine soon afterwards.,Work began on the design of the engine soon afterwards.,0.0
Hong Kong English,He came merely to champion higher learning and has been slain by cruel murderers.,He came merely to champion high learning and has been slain by cruel murderers.,0.07142857142857142
Hong Kong English,"That's ""Speed Zone"".",That's speed zone.,0.6666666666666666
Hong Kong English,Later in life he became a successful real estate manager.,,
Hong Kong English,Not every pattern needs to include all nine.,Not every pattern needs to include or not.,0.25
Hong Kong English,They conclude that Christian religious individualists have existed in all times.,They conclude that Christian religious individualists have existed in all times.,0.0
Hong Kong English,I was not always popular with the right.,I was not always popular with the right,0.125
Hong Kong English,The bow sank immediately.,ва ons玩 gait na,1.0
Hong Kong English,The gameplay area has two different depths: the world map and the location maps.,"The gameplay area has two different dips, the world map and the location maps.",0.07142857142857142
Hong Kong English,The Arabs then laid siege to the city.,The hour then laid siege to the city.,0.125
Hong Kong English,They recorded on London Records.,They recorded on London records,0.2
Hong Kong English,"The film co-starred Edna Purviance, Leo White, Lloyd Bacon, and Bud Jamison.","The film co-starred at Ne Proviens, Leo White, Lloyd Bacon and Bud Jameson.",0.4166666666666667
Hong Kong English,"Afterwards, the Watts family built Watts Cottage in Watt Street.","Afterwards, the Watts family built Watts cottage in Watts Street.",0.1
Hong Kong English,"However, they were relegated at the end of the following season.","However, they will relegate it at the end of the following season.",0.2727272727272727
Hong Kong English,"However, not all narratives contain a plot.",,
Hong Kong English,Coordinated by Alexander Enrico Haliday were four Academic Associates.,Coordinated by Alexander Enrico Halliday with four academic associates.,0.2222222222222222
Hong Kong English,Entering somebody's personal space is normally an indication of familiarity and sometimes intimacy.,Entering somebody's personal space is normally an indication of familiarity and sometimes intimacy.,0.0
Hong Kong English,The scheme was constructed in three phases.,The skin was constructed in three phases.,0.14285714285714285
Hong Kong English,"""Yes, indeed;"" answered the child.",Yes indeed answered the child.,0.4
Hong Kong English,He also held a diploma from the American Board of Professional Psychology.,He had to help a diploma from the American Board of Professional Psychology.,0.25
Hong Kong English,A biased question or questionnaire encourages respondents to answer one way rather than another.,A virus that question or question error encourages response and to answer one way rather than another.,0.42857142857142855
Hong Kong English,"The Americans scattered the Red Sticks, who fled to the nearby swamps.",The Americans gathered the really hot sticks who fly to the nearly swaps.,0.5833333333333334
Hong Kong English,"While there have been escapes and attempts to cure him, they always go wrong.","While there have been escapes and attempts to kill him, they always go wrong.",0.07142857142857142
Hong Kong English,"Of Picchi's music, mostly instrumental music survives.",of pitchers music. Mostly instrumental music survives.,0.2857142857142857
Hong Kong English,The company named the town after a deceased railroad engineer.,The company named the town after a deceased railroad engineer,0.1
Hong Kong English,The keynote address was delivered by Tennessee Senator Howard Baker.,The keynote address was delivered by Tennessee Senator Howard Baker.,0.0
Hong Kong English,The shrub blooms in flushes throughout the season.,The shrub blooms in flushes throughout the season.,0.0
Hong Kong English,She is considered one of the leading liberal voices in the Court.,She is considered one of the leading liberal voices in the call.,0.08333333333333333
Hong Kong English,This effectively destroyed the temple's fighting force.,This effectively destroys the temple's fighting force.,0.14285714285714285
Hong Kong English,He has played for the Sweden national football team.,He has played for Sweden national football team.,0.1111111111111111
Hong Kong English,The term is also used to describe those who follow in their tradition.,The term is also used to describe those who follow a new wear tradition.,0.23076923076923078
Hong Kong English,Passenger services on the line are currently operated by Greater Anglia.,passenger service on the line are currently operated by Great Trail Angelina,0.36363636363636365
Hong Kong English,I suppose I must have killed it.,I suppose I must have killed it.,0.0
Hong Kong English,He attracted more disciples than any other poet of his generation.,He attracted more disciplines than any other poet of his generation.,0.09090909090909091
Hong Kong English,The ultimate fate of the ship is unknown.,The ultimate failure of the ship is unknown.,0.125
Hong Kong English,She also appeared in pornographic magazines.,She also appeared in pornographic magazines.,0.0
